meaning_id,unit_id,full_entry,meaning,russian_borrowing,article_gender,meaning_gender,gendered,comment,suffix,suffix_bVc,suffix_ak,deverbal,infinitive,stress,human,sex=f,sex=m,indspec,massabstr,large,small,animals,water,trees,fruit,techtransport,culturalprod.,name,householdobjects,food,drink,plants,events,pos,neg,weather,bodyparts,buildings,landscape,milkprod.,sicknesses,meanings_concatenated,meaning_with_examples,label_id
14998,12726,"ш. СӢПТАК 1, СӢПТ, б. СИПТИН ж. деревянный ковш, черпак; ш. йи сӣпт йоɣ̌ҷ δуw-ат нӣм кило су̊д один ковш муки составляет два с половиной килограмма.","деревянный ковш, черпак",0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"деревянный ковш, черпак","деревянный ковш, черпак; один ковш муки составляет два с половиной килограмма",
16407,13956,ТӢР-ПИΔӢНД(АК) м. верхний косяк двери.,верхний косяк двери,0,m,m,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,верхний косяк двери,верхний косяк двери,
18085,15409,ХОРПУХ̌Т(АК) ж. еж; ш. йид му пу́ц-та ас хорпух̌так х̌оҷ δêрт мой сын боится ежа.,еж,0,f,f,0,animal,(ak),0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,еж,еж; мой сын боится ежа,
18827,16037,"Х̌ӢРȤ(АК) 1 ж. назв. червячка желтого цвета; б. х̌ӣрȥак даро́з-ат зӣ́рд-ат бирик чӣрм ""х̌ӣрȥак"" – длинный, желтый и тонкий червяк.",назв. червячка желтого цвета,0,f,f,0,animal,(ak),0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,назв. червячка желтого цвета,"назв. червячка желтого цвета; ""х̌ӣрȥак"" – длинный, желтый и тонкий червяк",
19117,16284,"ЦИРОW(АК) ж. 1) светильник, лампа; лучина для освещения; ш. пāстди дам цироw кин убавь огонь (светильника); ш. wам ғулā цироw пиδи́н-ат, мам ȥалди wизêw зажги ту большую лампу, а ту маленькую погаси; брв. йу ғиδā дам цироw пиδинт парень зажигает светильник; б. мāш цироwа́к-и Укмат йод тар хидорҷ наш светильник Укмат отнес на мельницу; 2) свет (электрический); ш. ас диwоздā та́ред-та цироwен wизêwен после двенадцати (часов) отключают свет; пи цироw при свете; б. йи́д-та пи цироw башāнд бози ких̌т при свете он играет хорошо; (wи) цироw пиδидоw устраивать (по нему) поминки (на третий день после кончины); ш. йе́данд wи циро́wен пиδид ху, ху зо́рδ-ен ас wи шито чӯ́д-ат, зибо́-ра йу йат в то время устроили по нему поминки и утешились, а впоследствии он вернулся (живым). Ср. бӣнзак.","светильник, лампа; лучина для освещения",0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"светильник, лампа; лучина для освещения; свет (электрический)","светильник, лампа; лучина для освещения; убавь огонь (светильника); зажги ту большую лампу, а ту маленькую погаси; парень зажигает светильник; наш светильник Укмат отнес на мельницу",
19118,16284,"ЦИРОW(АК) ж. 1) светильник, лампа; лучина для освещения; ш. пāстди дам цироw кин убавь огонь (светильника); ш. wам ғулā цироw пиδи́н-ат, мам ȥалди wизêw зажги ту большую лампу, а ту маленькую погаси; брв. йу ғиδā дам цироw пиδинт парень зажигает светильник; б. мāш цироwа́к-и Укмат йод тар хидорҷ наш светильник Укмат отнес на мельницу; 2) свет (электрический); ш. ас диwоздā та́ред-та цироwен wизêwен после двенадцати (часов) отключают свет; пи цироw при свете; б. йи́д-та пи цироw башāнд бози ких̌т при свете он играет хорошо; (wи) цироw пиδидоw устраивать (по нему) поминки (на третий день после кончины); ш. йе́данд wи циро́wен пиδид ху, ху зо́рδ-ен ас wи шито чӯ́д-ат, зибо́-ра йу йат в то время устроили по нему поминки и утешились, а впоследствии он вернулся (живым). Ср. бӣнзак.",свет (электрический),0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"светильник, лампа; лучина для освещения; свет (электрический)",свет (электрический); после двенадцати (часов) отключают свет,
19440,16581,"ЧАНОР-БИЦ(АК) ж. чинарик, маленький чинар; б. дим чинор-бицак питин выдерни этот чинарик.","чинарик, маленький чинар",0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"чинарик, маленький чинар","чинарик, маленький чинар; выдерни этот чинарик",
19453,16594,"ЧАП-WИΔ(АК), ЧАП-БӢΔ(АК) ж. плотничий инструмент, наподобие топорища; ш. чап-бӣδ қати́-та сеҷиб, кафх̌ тêх̌ен (теслом) ""чап-бӣδ"" вытесывают (большие) ложки, (деревянные) ковши; чап-wӣδ(ак) торх̌ тесло ""чап-wӣδ""; ш. чап-wӣδак торх̌ тавāр дастӯр тесло ""чап-wӣδак"" наподобие топора. Ср. хез-бӣδ, хез-wӣδ.","плотничий инструмент, наподобие топорища",0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"плотничий инструмент, наподобие топорища","плотничий инструмент, наподобие топорища; (теслом) ""чапбӣδ"" вытесывают (большие) ложки, (деревянные) ковши",
19653,16758,"ЧЕХТ-ЧИЛАМБ(АК), ж. ЧАХТ-ЧИЛАМБАК зигзагообразный, извилистый путь, что когда идешь быстро, голова кружится.","зигзагообразный, извилистый путь, что когда идешь быстро, голова кружится",0,fm,fm,1,,(ak),0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"зигзагообразный, извилистый путь, что когда идешь быстро, голова кружится","зигзагообразный, извилистый путь, что когда идешь быстро, голова кружится",
19928,16997,ЧӢРМ-ҒАθ(АК) м. 1) испражнения червей; 2) впервые поспевшие тутовые ягоды; ш. тӯδ чӣрмғаθак суδҷ на тутовнике появились первые ягоды.,впервые поспевшие тутовые ягоды,0,m,m,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,испражнения червей; впервые поспевшие тутовые ягоды,впервые поспевшие тутовые ягоды; на тутовнике появились первые ягоды,
19947,17014,ЧОЙ-WОХ̌(АК) м. бот. мелколепестник (Erigeron sp.).,мелколепестник (Erigeron sp.),0,m,m,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,мелколепестник (Erigeron sp.),мелколепестник (Erigeron sp.),
20724,17708,"ш. ШӢР-ȤӮΔМ(АК) м. бот. скариола восточная (Scariola orientalis); м. шӣр-зӯδмак даwо кочор ""шӣр-зӯδмак"" это вещь лечебная. Ср. wих̌ак, боб-зӯδмак, цӯδм.",скариола восточная (Scariola orientalis),0,m,m,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,скариола восточная (Scariola orientalis),скариола восточная (Scariola orientalis),
21286,18183,"шб. ҒУ̊Х̌Ц(АК), брв. ҒУХ̌Ц(АК) ж. маленькая глиняная миска, чашка; ш. δу ғу̊х̌ц зếзен ху-рд две (глиняные) миски берут для себя; б. ми х̌ӯвд ар дим ғу̊х̌ц кин налей молоко в ту (глиняную) миску; брв. рӣза́к-ти-та ғух̌цак рибийāм над потолочком мы кладем (глиняную) миску.","маленькая глиняная миска, чашка",0,f,f,0,,(ak),0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"маленькая глиняная миска, чашка","маленькая глиняная миска, чашка; две (глиняные) миски берут для себя; кин налей молоко в ту (глиняную) миску; мы кладем (глиняную) миску",
1962,1277,"ш. АНȤУ̊М(АК), АНȤУ̊МӢҶ, б. ИНȤУ̊МӢҶ м. годовалый барашек; ш. му-нд йи анȥем ва́д-ат йи анзу̊м у меня были одна ярка и один молодой барашек; ш. анȥу̊мӣҷ ас wāрг катадê-т ас миɣ̌ӣҷ ȥулди годовалый барашек ""анȥу̊миҷ"" больше ягненка и меньше барана. Ср. анȥем(ак), тухли.",годовалый барашек,0,m,m,0,animal,"(ak), (īǰ)",0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,годовалый барашек,"годовалый барашек; у меня были одна ярка и один молодой барашек; годовалый барашек ""анȥу̊миҷ"" больше ягненка и меньше барана",
16599,14112,"ТОҚИWОР, ТОҚИЙЕҶ м. материал, отрез на тюбетейку; ш. вирех̌умин тоқиwор му-нд кусок шелка на тюбетейку; б. ди тоқийеҷ ту-рд чāй вӯɣ̌ҷ? кто тебе принес этот материал для тюбетейки?","материал, отрез на тюбетейку",0,m,m,0,,(eǰ),0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"материал, отрез на тюбетейку","материал, отрез на тюбетейку; кусок шелка на тюбетейку; кто тебе принес этот материал для тюбетейки?",
1896,1234,"ш. АНГИХ̌Т-РУ̊Н(И), АНГИХ̌Т-РӮН(И), б. ИНГАХ̌Т-РУ̊Н(И) м. вторая обмазка стен (глиной, смешанной с мелкой соломой); ш. ху чӣ́д-āм ангих̌т-ру̊ни тайор чӯд мы закончили вторую обмазку своего дома; б. ху ғиҷӣд ингах̌т-ру̊́н-āм нур даwу̊м чӯд мы сегодня приступили к повторной обмазке своего хлева.","вторая обмазка стен (глиной, смешанной с мелкой соломой)",0,m,m,0,,(i),0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"вторая обмазка стен (глиной, смешанной с мелкой соломой)","вторая обмазка стен (глиной, смешанной с мелкой соломой); мы закончили вторую обмазку своего дома; мы сегодня приступили к повторной обмазке своего хлева",
2313,1528,АФДАРАБОДУ̊М(И) м. (целый) двор; дворец; ш. афдарабоду̊ми му-нд падам ред у меня там остался целый двор.,(целый) двор; дворец,0,m,m,0,,(i),0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,(целый) двор; дворец,(целый) двор; дворец; у меня там остался целый двор,
7137,5779,ЗИБО-СЕР(И) м. засоренное зерно на току. Ср. пиро-сêр(и).,засоренное зерно на току,0,m,m,0,,(i),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,засоренное зерно на току,засоренное зерно на току,
7770,6348,"(Й)АКТĀ, (Й)АКТĀЙИ м. рубашка, сорочка (мужская); ш. йи йактā-т танбу̊́н-ен му-рд дā́к-чӯд мне выдали одну рубашку и штаны; б. ва ди ту актāйи зинӣм неси, выстираю твою сорочку","рубашка, сорочка (мужская)",0,m,m,0,,(i),0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"рубашка, сорочка (мужская)","рубашка, сорочка (мужская); мне выдали одну рубашку и штаны; неси, выстираю твою сорочку",
9236,7635,"КУРТАWОР(И) м. материал на платье, плательная ткань; ш. к-у ту куртаwори хушрӯйди вуд твой отрез на платье был красивее.","материал на платье, плательная ткань",0,m,m,0,,(i),0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"материал на платье, плательная ткань","материал на платье, плательная ткань; твой отрез на платье был красивее",
